time,qswrite(1),qswrite(2),qswrite(3),qswrite(4),qswrite(5),qswrite(6),qswrite(7),qwwrite(1),qwwrite(2),qwwrite(3),qwwrite(4),qwwrite(5),qwwrite(6),qwwrite(7),qwrite(1),qwrite(2),qwrite(3),qwrite(4),qwrite(5),qwrite(6),qwrite(7),aswrite(1),aswrite(2),aswrite(3),aswrite(4),aswrite(5),aswrite(6),aswrite(7),awwrite(1),awwrite(2),awwrite(3),awwrite(4),awwrite(5),awwrite(6),awwrite(7),awrite(1),awrite(2),awrite(3),awrite(4),awrite(5),awrite(6),awrite(7),eu(1)*qwrite(1),eu(2)*qwrite(2),eu(3)*qwrite(3),eu(4)*qwrite(4) 
           5.0000000           0.1059037           0.8010366           0.7130098           0.3973098           0.3908396           0.1038054           0.1293259           0.1187128           0.2147675           0.0171181           0.2344657           0.0233899           6.3934209           4.0016914           2.9083065           2.2642634           2.1935191           2.0708898           1.4070751           1.7595765           1.2181609           0.7649483           1.7027700           1.1456855           6.4993246           4.8027280           3.6213163           2.6615733           2.5843587           2.1746952           1.5364010           1.8782892           1.4329284           0.7820663           1.9372357           1.1690754           0.3599703           0.8247154           0.6022639           0.5020897           0.9856445           0.3457031           0.3565376           0.1976457           0.2129683           0.0703130           0.2911070           0.0992512           1.9356547           1.4559096           1.0964861           0.8485353           1.1531055           1.1049219           0.6890874           0.8361043           0.5789067           0.3309370           0.7913930           0.8701238           2.2956250           2.2806250           1.6987500           1.3506250           2.1387500           1.4506250           1.0456250           1.0337500           0.7918750           0.4012500           1.0825000           0.9693750
           5.1000000           0.1760571           1.6455715           0.7823517           0.7780671           0.2890907           0.1245661           0.1221706           0.0811834           0.1569645           0.0343457           0.1160696           0.0345518           7.4322478           3.8206900           3.0068162           3.2395926           2.4331764           1.5131369           1.4757808           1.7527644           1.0774775           0.9304636           1.6990710           1.2700076           7.6083049           5.4662615           3.7891679           4.0176597           2.7222672           1.6377031           1.5979515           1.8339478           1.2344419           0.9648093           1.8151406           1.3045594           0.4204688           1.1358123           0.5803148           0.9917187           0.9369833           0.3605469           0.4370312           0.2137328           0.2192969           0.0721094           0.2537442           0.0702348           2.3276562           1.3579377           1.0859352           1.1770312           1.3161417           0.9369531           0.7567187           0.8031422           0.5682031           0.3516406           0.8137558           0.9178902           2.7481250           2.4937500           1.6662500           2.1687500           2.2531250           1.2975000           1.1937500           1.0168750           0.7875000           0.4237500           1.0675000           0.9881250
           5.2000000           0.1744997           1.3633491           0.2536401           0.7075454           0.3572128           0.1289015           0.0734553           0.0603411           0.0601393           0.0189920           0.2314164           0.0058252           6.2591139           4.3331817           3.3243485           2.3672529           2.8036795           1.3637310           1.3159476           1.8133478           0.9248561           1.3411140           1.9448708           1.1547151           6.4336135           5.6965308           3.5779885           3.0747983           3.1608923           1.4926325           1.3894029           1.8736889           0.9849954           1.3601060           2.1762872           1.1605403           0.3638281           1.1380747           0.4049351           0.7768718           0.7976331           0.3494819           0.3225000           0.2271546           0.1809375           0.0778125           0.2980135           0.0276051           1.8711719           1.5813003           1.2850649           0.9600032           1.4423669           0.7942681           0.5968750           0.7897204           0.5859375           0.4940625           0.8632365           0.6992699           2.2350000           2.7193750           1.6900000           1.7368750           2.2400000           1.1437500           0.9193750           1.0168750           0.7668750           0.5718750           1.1612500           0.7268750
           5.3000000           0.2407766           0.3993908           0.5684569           0.6896941           0.4324115           0.2759163           0.1067995           0.0469350           0.3298899           0.0293080           0.0464167           0.0203579           5.0294458           6.2042857           2.8306065           2.8516453           2.6277163           1.7256630           1.2929036           2.2274611           0.7290446           0.9295184           1.9966198           1.4272001           5.2702224           6.6036765           3.3990634           3.5413394           3.0601278           2.0015793           1.3997031           2.2743960           1.0589345           0.9588264           2.0430365           1.4475580           0.4363647           0.8228937           0.5768254           0.5901929           0.8991039           0.7338474           0.4407929           0.1358904           0.3388281           0.1098634           0.2425781           0.1093750           1.5686353           2.1064813           1.1612996           1.2079321           1.4502711           1.1274026           0.8048321           0.8834846           0.4205469           0.3688866           0.8499219           0.9162500           2.0050000           2.9293750           1.7381250           1.7981250           2.3493750           1.8612500           1.2456250           1.0193750           0.7593750           0.4787500           1.0925000           1.0256250
           5.4000000           0.1016745           0.9099820           0.9077033           0.5941693           0.3869359           0.3523330           0.1165358           0.0404750           0.2791008           0.0730311           0.0177377           0.0220642           5.5700341           5.4065215           2.2920027           3.5021482           2.7115792           2.3202455           1.2080876           2.0705537           0.6086693           0.8271668           1.5936959           1.3275741           5.6717086           6.3165036           3.1997060           4.0963176           3.0985151           2.6725785           1.3246235           2.1110287           0.8877701           0.9001979           1.6114336           1.3496383           0.1820129           0.9651228           0.6237206           0.6361565           0.7089844           0.8497291           0.4128125           0.1998234           0.3824608           0.1589844           0.2028906           0.1215625           1.5867371           1.7911272           0.8525294           1.3194685           1.4910156           1.3077709           0.7759375           0.9039266           0.3331642           0.3735156           0.7246094           0.8640625           1.7687500           2.7562500           1.4762500           1.9556250           2.2000000           2.1575000           1.1887500           1.1037500           0.7156250           0.5325000           0.9275000           0.9856250
           5.5000000           0.4876391           1.2299592           0.4769425           0.4856394           0.3024790           0.1934039           0.0591650           0.0400958           0.3376080           0.0647480           0.0300113           0.0076211           6.8258673           4.5557299           3.0898466           2.9156427           2.5195754           2.3733672           1.1864862           1.7130838           0.8141036           0.8948056           1.6699720           1.5710906           7.3135063           5.7856891           3.5667891           3.4012821           2.8220544           2.5667711           1.2456512           1.7531796           1.1517116           0.9595536           1.6999833           1.5787117           0.4479126           0.9729687           0.6321833           0.6367969           0.7229759           0.7534375           0.1910156           0.1862757           0.3941175           0.1550009           0.2061675           0.0857031           1.9689624           1.8145312           1.1309417           1.1588281           1.6813991           1.3046875           0.6471094           0.8243493           0.4027575           0.4199991           0.7413325           0.9280469           2.4168750           2.7875000           1.7631250           1.7956250           2.4043750           2.0581250           0.8381250           1.0106250           0.7968750           0.5750000           0.9475000           1.0137500
           5.6000000           0.5016074           1.0010435           1.0017827           0.5090105           0.3830078           0.2131783           0.0819211           0.0502714           0.2743040           0.1011782           0.0093920           0.0218325           6.8646721           4.3130629           3.9970888           4.6569224           3.4733994           2.0254898           1.4425358           1.8419999           1.1822210           0.9698808           1.5917155           1.5659479           7.3662794           5.3141064           4.9988715           5.1659329           3.8564072           2.2386681           1.5244569           1.8922713           1.4565250           1.0710591           1.6011074           1.5877804           0.4215625           0.8188281           0.8417975           0.8567187           0.8603914           0.8367187           0.2660157           0.2282174           0.3558624           0.2322656           0.2053399           0.1125781           1.9034375           1.6961719           1.2519525           1.6039062           1.9202336           1.2814062           0.7764843           0.9992826           0.5641376           0.4946094           0.7440351           1.0430469           2.3250000           2.5150000           2.0937500           2.4606250           2.7806250           2.1181250           1.0425000           1.2275000           0.9200000           0.7268750           0.9493750           1.1556250
           5.7000000           0.2648721           1.2699742           1.0416667           0.5585707           0.4213951           0.1847240           0.0838851           0.0620261           0.0572061           0.0432036          -0.0412185           0.0359093           7.1936904           4.3681416           5.4035673           4.6005333           3.0393456           1.7680970           1.3299828           1.5840900           1.5168749           1.3485815           1.4532836           1.4678293           7.4585625           5.6381158           6.4452339           5.1591040           3.4607407           1.9528210           1.4138679           1.6461161           1.5740810           1.3917851           1.4120652           1.5037386           0.2579687           0.8484505           1.0644987           0.7678906           0.8978516           0.7445312           0.2558639           0.2356652           0.1849727           0.2148437           0.4062502           0.1186719           2.0657812           1.6740495           1.8605013           1.4596094           1.6565234           1.0867187           0.6966361           0.7787098           0.7525273           0.5732812           0.8381248           0.9607031           2.3237500           2.5225000           2.9250000           2.2275000           2.5543750           1.8312500           0.9525000           1.0143750           0.9375000           0.7881250           1.2443750           1.0793750
           5.8000000           0.1796571           0.2901409           0.8988162           0.7438142           0.4076487           0.2705293           0.0522994           0.0860399           0.0397383           0.0708104           0.0197749           0.0861436           7.4453193           7.2457718           5.5762371           5.1545099           4.8587364           1.8042308           1.1709944           2.0729803           1.2722389           1.1365004           1.3667258           1.2651168           7.6249763           7.5359128           6.4750532           5.8983241           5.2663851           2.0747601           1.2232938           2.1590201           1.3119772           1.2073108           1.3865007           1.3512604           0.1971250           0.5426530           1.0315160           0.9021094           0.9387500           0.7718516           0.2200011           0.2644651           0.1278468           0.2392187           0.2525001           0.2108299           2.0822500           2.6498470           2.1897340           1.8466406           1.9887500           1.0843984           0.6812489           0.8467849           0.6702782           0.5289062           0.7156249           0.9341701           2.2793750           3.1925000           3.2212500           2.7487500           2.9275000           1.8562500           0.9012500           1.1112500           0.7981250           0.7681250           0.9681250           1.1450000
           5.9000000           0.0581581           0.3896815           0.8673611           0.5094640           0.4105709           0.3399122           0.1452129           0.1161056           0.0963457           0.0398311           0.0466687           0.1345888           7.3220407           5.0384748           3.8853216           3.4682536           4.8096924           1.7531827           1.4271362           1.8497441           1.3474053           1.0358808           1.7563590           1.1056545           7.3801988           5.4281564           4.7526827           3.9777176           5.2202633           2.0930949           1.5723491           1.9658497           1.4437511           1.0757118           1.8030277           1.2402434           0.1130469           0.5560156           1.0642817           0.6685161           0.8407127           0.7172508           0.2780825           0.2906391           0.1997669           0.2069531           0.2285156           0.2281508           2.0332031           2.1396094           1.9082183           1.2958589           2.1874123           0.9327492           0.6944175           0.8468609           0.6677331           0.4630469           0.8021094           0.8905992           2.1462500           2.6956250           2.9725000           1.9643750           3.0281250           1.6500000           0.9725000           1.1375000           0.8675000           0.6700000           1.0306250           1.1187500
